Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Dell,Intel i9,64.0,2TB SSD,AMD Radeon RX 6800,16.0,3840x2160,7.0,2.87,macOS,7274.69
MSI,AMD Ryzen 7,8.0,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,7.8,2.85,macOS,2352.56
Acer,Intel i5,8.0,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,12.0,3.15,Windows,930.93
Apple,AMD Ryzen 3,4.0,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,12.0,3.08,FreeDOS,1274.16
Razer,Intel i5,32.0,2TB SSD,Integrated,17.3,1366x768,11.3,1.28,macOS,1324.17
Samsung,Intel i3,64.0,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,6.3,2.24,Windows,1619.69
Lenovo,AMD Ryzen 9,16.0,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,9.9,2.96,macOS,1896.35
Asus,Intel i9,4.0,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,5.0,3.19,Linux,1638.33
HP,Intel i9,4.0,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,6.8,3.1,FreeDOS,2424.35
Samsung,AMD Ryzen 3,32.0,256GB SSD,Integrated,15.6,1920x1080,5.9,2.75,FreeDOS,1064.93
Lenovo,Intel i9,64.0,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,10.5,1.52,Windows,4030.86
Samsung,AMD Ryzen 3,4.0,256GB SSD,Nvidia RTX 2060,13.3,1920x1080,6.1,2.66,Linux,825.15
Microsoft,AMD Ryzen 9,16.0,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,8.9,3.12,Windows,2491.74
Apple,Intel i5,4.0,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,5.2,3.13,FreeDOS,1572.59
Apple,Intel i7,4.0,1TB SSD,Nvidia RTX 3080,16.0,2560x1440,4.2,2.7,Linux,2277.8
Microsoft,Intel i7,32.0,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,6.0,2.05,Linux,2777.04
MSI,Intel i7,32.0,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,7.4,1.28,Windows,3398.49
Lenovo,AMD Ryzen 5,8.0,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.1,2.42,Windows,1140.05
Apple,AMD Ryzen 5,64.0,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,8.5,2.82,Linux,5951.82
MSI,AMD Ryzen 5,64.0,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,8.0,2.85,FreeDOS,2686.26
Asus,AMD Ryzen 3,8.0,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,4.9,2.75,FreeDOS,741.69
Apple,AMD Ryzen 3,64.0,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,8.6,2.42,macOS,4201.18
MSI,AMD Ryzen 9,64.0,2TB SSD,Integrated,17.3,2560x1440,8.1,2.55,macOS,4646.55
Lenovo,Intel i9,4.0,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,10.4,2.69,Linux,1790.36
HP,Intel i9,32.0,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,7.9,2.31,Windows,4052.55
Acer,Intel i5,8.0,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,7.9,2.69,Windows,1322.76
Apple,AMD Ryzen 3,4.0,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,4.6,3.25,Windows,1602.6
HP,Intel i9,16.0,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,7.2,1.29,Linux,3327.58
Acer,Intel i5,32.0,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,8.7,2.71,Linux,1166.7
HP,AMD Ryzen 7,32.0,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.8,2.94,FreeDOS,3331.7
HP,AMD Ryzen 9,64.0,2TB SSD,Nvidia RTX 3080,16.0,1920x1080,8.3,1.86,FreeDOS,4387.54
Asus,AMD Ryzen 5,64.0,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,6.4,1.35,macOS,3315.47
MSI,Intel i9,32.0,1TB SSD,Nvidia RTX 3060,14.0,1366x768,7.4,1.81,macOS,2712.31
Apple,AMD Ryzen 7,64.0,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,11.9,2.77,Linux,7259.99
Dell,AMD Ryzen 9,8.0,1TB SSD,Nvidia RTX 3080,17.3,2560x1440,9.8,3.19,Linux,2354.01
Asus,AMD Ryzen 7,16.0,1TB SSD,Nvidia RTX 3060,16.0,1366x768,7.8,1.95,macOS,1241.04
Samsung,Intel i5,32.0,1TB HDD,Integrated,13.3,1366x768,5.0,3.05,Linux,850.19
HP,Intel i9,16.0,256GB SSD,Integrated,15.6,1366x768,11.5,2.15,Linux,1359.23
Apple,Intel i3,64.0,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,10.5,3.2,Windows,3224.77
Dell,AMD Ryzen 3,8.0,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.9,3.42,Linux,1442.1
Microsoft,AMD Ryzen 7,4.0,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,4.2,2.89,macOS,2191.88
Dell,AMD Ryzen 7,4.0,1TB SSD,Integrated,16.0,1366x768,6.3,2.37,macOS,581.26
Samsung,Intel i5,4.0,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,11.1,1.84,FreeDOS,785.8
MSI,Intel i3,32.0,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,8.0,2.9,Linux,1747.91
Samsung,Intel i9,16.0,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,4.3,1.26,FreeDOS,3561.5
Samsung,AMD Ryzen 5,4.0,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,9.9,2.43,Linux,1608.42
Dell,AMD Ryzen 7,4.0,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,9.3,1.45,Windows,1375.07
Microsoft,Intel i7,4.0,1TB SSD,Integrated,14.0,2560x1440,9.9,1.56,FreeDOS,968.48
Asus,AMD Ryzen 3,4.0,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,11.5,2.45,macOS,1180.86
Microsoft,AMD Ryzen 5,64.0,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.0,1.77,Windows,1928.73
Samsung,AMD Ryzen 9,4.0,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.8,3.26,FreeDOS,2048.55
Samsung,Intel i7,8.0,2TB SSD,Nvidia RTX 3080,13.3,1366x768,11.4,2.28,macOS,1162.39
Razer,AMD Ryzen 3,16.0,2TB SSD,Nvidia RTX 3060,14.0,1366x768,7.5,2.73,Linux,1281.12
Apple,AMD Ryzen 3,16.0,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,7.0,1.7,Linux,1329.06
Microsoft,Intel i9,8.0,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,9.7,2.08,Windows,1753.7
Acer,Intel i3,64.0,1TB HDD,Integrated,14.0,2560x1440,4.6,3.2,Windows,1371.27
Razer,Intel i3,4.0,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.4,1.85,FreeDOS,962.71
Acer,AMD Ryzen 9,8.0,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,10.0,1.68,Linux,1861.56
MSI,Intel i3,16.0,2TB SSD,AMD Radeon RX 6600,14.0,1366x768,4.6,2.18,FreeDOS,1232.42
MSI,AMD Ryzen 5,16.0,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,9.5,2.14,Windows,2766.72
Acer,AMD Ryzen 3,4.0,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.3,3.31,Linux,1290.04
Apple,Intel i5,16.0,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,6.2,1.43,Windows,3224.03
Microsoft,Intel i3,4.0,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,7.4,1.32,Linux,1312.02
HP,Intel i9,8.0,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,9.1,2.32,macOS,2014.48
Acer,Intel i3,64.0,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,7.2,2.94,Windows,2186.71
Asus,Intel i3,32.0,512GB SSD,Nvidia RTX 2060,14.0,1366x768,6.8,1.98,macOS,1128.77
Dell,Intel i3,8.0,2TB SSD,Integrated,16.0,1920x1080,8.5,1.91,Windows,521.84
HP,Intel i9,64.0,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,10.9,2.01,Windows,5028.43
MSI,AMD Ryzen 9,16.0,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,5.9,1.26,Windows,4333.6
Samsung,Intel i7,16.0,512GB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.2,2.88,macOS,1617.46
Microsoft,AMD Ryzen 5,16.0,256GB SSD,Nvidia RTX 2060,15.6,1366x768,11.9,2.23,FreeDOS,1027.56
Microsoft,Intel i3,4.0,512GB SSD,Integrated,16.0,2560x1440,8.0,1.36,macOS,640.09
Lenovo,Intel i9,16.0,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.6,1.66,Linux,3608.59
Razer,AMD Ryzen 7,8.0,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,4.3,3.02,Linux,1774.06
Asus,AMD Ryzen 7,8.0,256GB SSD,Nvidia RTX 2060,15.6,1920x1080,6.9,2.66,FreeDOS,1324.79
Dell,AMD Ryzen 9,16.0,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,6.6,1.95,Windows,3550.31
Microsoft,AMD Ryzen 7,16.0,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,9.3,3.24,Windows,2138.39
Acer,AMD Ryzen 3,16.0,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,6.1,1.42,macOS,1265.66
Lenovo,Intel i5,32.0,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,8.9,3.26,Windows,1879.56
Acer,Intel i3,16.0,256GB SSD,AMD Radeon RX 6800,13.3,1366x768,9.4,3.01,macOS,753.72
Razer,AMD Ryzen 9,64.0,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,5.5,3.23,Windows,6970.43
MSI,Intel i7,32.0,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.8,2.31,Windows,4244.47
HP,Intel i5,64.0,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,4.7,2.54,Windows,4213.1
Acer,Intel i5,64.0,256GB SSD,Integrated,16.0,3840x2160,10.2,1.92,FreeDOS,2991.85
Microsoft,Intel i3,4.0,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,10.6,2.05,Linux,677.49
Razer,Intel i3,16.0,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,8.9,2.38,Linux,2209.13
Acer,Intel i5,4.0,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,11.1,1.36,FreeDOS,630.51
Acer,Intel i3,64.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,6.1,2.42,macOS,2920.52
Razer,Intel i7,32.0,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,5.5,1.57,FreeDOS,4996.34
HP,Intel i3,8.0,2TB SSD,Nvidia RTX 3060,17.3,1366x768,9.6,2.29,Linux,650.97
Asus,Intel i3,8.0,256GB SSD,AMD Radeon RX 6800,17.3,3840x2160,11.6,2.94,Linux,1636.02
Asus,Intel i5,16.0,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,5.0,3.39,FreeDOS,1262.42
MSI,AMD Ryzen 3,64.0,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,6.9,2.77,Linux,3483.61
Lenovo,AMD Ryzen 3,32.0,2TB SSD,Nvidia GTX 1650,13.3,3840x2160,7.9,1.34,macOS,2254.29
Apple,Intel i3,4.0,256GB SSD,Integrated,15.6,3840x2160,8.0,2.29,Windows,1424.08
Razer,Intel i5,8.0,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,6.2,2.39,Windows,1917.83
Microsoft,AMD Ryzen 5,16.0,1TB SSD,Nvidia RTX 3080,13.3,1366x768,4.5,1.83,FreeDOS,1058.82
Microsoft,AMD Ryzen 5,8.0,512GB SSD,Integrated,17.3,1366x768,10.3,3.34,FreeDOS,542.71
MSI,Intel i7,64.0,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,5.8,1.59,Linux,3436.6
Dell,AMD Ryzen 3,8.0,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,9.1,2.75,Linux,827.27
Microsoft,Intel i5,4.0,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,8.7,3.21,macOS,796.15
Lenovo,Intel i9,16.0,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,10.1,2.72,macOS,2410.28
HP,Intel i3,8.0,512GB SSD,Nvidia RTX 3060,16.0,3840x2160,9.8,3.05,Linux,1598.23
Acer,Intel i9,4.0,512GB SSD,Integrated,13.3,1366x768,6.3,3.37,Windows,846.91
HP,Intel i3,16.0,256GB SSD,Integrated,14.0,1920x1080,7.4,2.25,FreeDOS,612.67
Apple,Intel i7,4.0,1TB SSD,Integrated,17.3,1920x1080,4.2,3.15,Windows,1181.23
Acer,Intel i9,32.0,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,5.4,2.22,Windows,2555.79
Razer,AMD Ryzen 5,16.0,2TB SSD,Nvidia RTX 3080,16.0,1920x1080,5.1,2.4,Linux,1947.41
Apple,AMD Ryzen 3,8.0,2TB SSD,Integrated,14.0,1920x1080,7.1,2.44,macOS,976.74
Microsoft,AMD Ryzen 9,4.0,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,5.4,2.0,FreeDOS,1590.19
Samsung,AMD Ryzen 9,64.0,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,9.2,3.05,macOS,5961.15
MSI,Intel i9,4.0,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,5.3,2.05,macOS,2163.17
HP,Intel i9,8.0,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,9.6,2.19,FreeDOS,2963.03
Lenovo,Intel i5,8.0,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,11.2,2.62,FreeDOS,1860.34
Dell,AMD Ryzen 7,8.0,2TB SSD,Nvidia GTX 1650,15.6,1366x768,9.2,1.65,Linux,1190.03
Asus,AMD Ryzen 3,16.0,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,11.9,2.62,FreeDOS,1379.05
Asus,Intel i9,64.0,256GB SSD,Nvidia RTX 3080,16.0,1366x768,8.5,2.77,macOS,3722.11
MSI,AMD Ryzen 9,32.0,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,11.3,1.51,FreeDOS,5122.71
HP,AMD Ryzen 9,4.0,256GB SSD,Integrated,13.3,1920x1080,10.7,2.6,macOS,1160.63
Dell,Intel i3,32.0,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,5.9,1.61,FreeDOS,1560.1
Apple,Intel i5,8.0,512GB SSD,Integrated,15.6,3840x2160,5.0,3.27,FreeDOS,1779.36
MSI,AMD Ryzen 9,4.0,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,11.2,1.2,Linux,1494.17
Acer,AMD Ryzen 9,32.0,1TB SSD,Integrated,16.0,3840x2160,4.6,2.06,FreeDOS,3235.39
Samsung,AMD Ryzen 9,64.0,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,8.9,2.77,Linux,6546.96
MSI,AMD Ryzen 3,4.0,1TB SSD,AMD Radeon RX 6800,15.6,2560x1440,11.6,2.36,Windows,1377.38
Dell,AMD Ryzen 9,8.0,1TB HDD,Integrated,15.6,1366x768,11.8,1.79,Windows,870.41
Dell,Intel i7,32.0,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,10.7,2.24,Windows,1565.08
Lenovo,AMD Ryzen 3,32.0,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,4.4,2.21,Linux,1676.73
Apple,Intel i5,16.0,1TB HDD,Nvidia RTX 3080,17.3,1366x768,4.7,1.57,macOS,1381.82
Asus,AMD Ryzen 9,64.0,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,7.4,1.94,Windows,4471.94
Apple,Intel i9,4.0,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,11.9,2.77,FreeDOS,2373.71
HP,Intel i3,8.0,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,10.5,2.82,macOS,967.97
Dell,AMD Ryzen 5,8.0,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,11.4,1.39,FreeDOS,925.1
Lenovo,Intel i9,8.0,1TB SSD,Nvidia RTX 3080,16.0,1366x768,7.0,2.32,macOS,1479.28
Dell,Intel i7,8.0,1TB HDD,Integrated,16.0,1366x768,10.9,3.09,Windows,528.77
Asus,AMD Ryzen 5,4.0,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,8.2,1.46,FreeDOS,1259.64
Samsung,AMD Ryzen 9,32.0,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,7.1,2.75,Linux,4841.63
Acer,Intel i9,64.0,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,4.5,2.19,Windows,4951.36
MSI,Intel i3,32.0,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,6.9,2.91,Linux,2311.17
Asus,AMD Ryzen 5,8.0,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,5.5,1.21,Linux,1892.61
Acer,Intel i9,8.0,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,4.6,2.03,macOS,1969.89
Apple,Intel i5,16.0,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,10.1,2.68,macOS,2979.22
Microsoft,Intel i9,4.0,256GB SSD,Nvidia RTX 3060,13.3,1366x768,4.7,1.81,Linux,1355.12
Acer,AMD Ryzen 9,16.0,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,7.9,1.51,Windows,1403.04
Apple,Intel i9,16.0,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,5.8,1.69,FreeDOS,4069.81
Razer,Intel i9,4.0,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,4.8,2.16,Windows,2480.38
MSI,Intel i3,32.0,1TB SSD,Integrated,17.3,2560x1440,10.0,2.01,Linux,1622.56
Apple,Intel i7,64.0,1TB SSD,Nvidia RTX 3060,14.0,1366x768,7.9,2.76,macOS,3578.37
Samsung,AMD Ryzen 5,64.0,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,5.8,2.06,macOS,3006.93
Dell,AMD Ryzen 3,64.0,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,8.2,1.64,Linux,3756.45
Microsoft,Intel i9,8.0,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,10.4,3.15,Windows,2641.75
Microsoft,AMD Ryzen 3,32.0,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,11.9,1.28,macOS,2518.65
Microsoft,AMD Ryzen 5,32.0,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,4.6,3.0,macOS,1692.56
Asus,Intel i5,8.0,2TB SSD,Integrated,14.0,3840x2160,6.4,1.21,Windows,1242.17
Lenovo,Intel i5,32.0,1TB SSD,Integrated,13.3,3840x2160,8.8,2.29,Linux,1648.52
MSI,Intel i9,64.0,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,9.5,2.29,Linux,4361.69
Samsung,AMD Ryzen 5,8.0,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.4,3.06,macOS,906.95
Razer,AMD Ryzen 9,16.0,2TB SSD,Integrated,17.3,1366x768,11.2,2.86,macOS,1837.78
Microsoft,Intel i9,16.0,1TB SSD,Integrated,17.3,1920x1080,9.7,2.7,Windows,1368.76
Razer,Intel i7,32.0,512GB SSD,Nvidia RTX 2060,13.3,1366x768,6.3,2.88,macOS,2355.1
MSI,Intel i3,16.0,256GB SSD,Nvidia RTX 3080,17.3,1920x1080,8.1,2.92,FreeDOS,1392.02
MSI,AMD Ryzen 3,64.0,256GB SSD,AMD Radeon RX 6800,13.3,1366x768,7.2,2.8,FreeDOS,2272.37
Lenovo,Intel i3,64.0,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,6.3,3.14,FreeDOS,2296.73
HP,AMD Ryzen 3,4.0,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,11.1,1.38,Linux,740.92
MSI,Intel i5,64.0,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,7.1,2.55,Windows,3922.93
Razer,Intel i3,64.0,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,9.8,3.32,Windows,3731.68
Microsoft,Intel i3,64.0,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,11.0,1.7,FreeDOS,2640.27
MSI,AMD Ryzen 7,16.0,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.1,3.25,Windows,3551.87
HP,Intel i9,32.0,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,8.3,1.43,FreeDOS,4868.52
Lenovo,AMD Ryzen 7,16.0,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,7.1,2.77,Windows,2363.53
Microsoft,Intel i5,16.0,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,6.7,2.55,FreeDOS,913.18
Razer,AMD Ryzen 7,32.0,2TB SSD,AMD Radeon RX 6800,15.6,3840x2160,6.1,2.28,macOS,4898.22
Microsoft,AMD Ryzen 5,32.0,256GB SSD,Integrated,16.0,2560x1440,10.4,2.99,FreeDOS,1368.45
Apple,AMD Ryzen 3,4.0,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,9.4,1.22,Windows,1950.79
Acer,AMD Ryzen 5,16.0,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,9.6,1.26,Linux,995.28
Lenovo,Intel i5,16.0,1TB HDD,Nvidia RTX 3060,17.3,1920x1080,9.9,2.67,macOS,1112.05
Razer,AMD Ryzen 3,32.0,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,7.4,3.41,Windows,2070.69
Razer,Intel i9,16.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,7.5,2.29,macOS,4130.72
Microsoft,Intel i3,64.0,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,6.1,2.62,FreeDOS,2592.53
MSI,AMD Ryzen 5,64.0,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,10.0,3.5,macOS,3385.88
Asus,Intel i3,4.0,256GB SSD,Integrated,13.3,1920x1080,7.4,1.64,macOS,555.44
Asus,AMD Ryzen 5,4.0,1TB SSD,AMD Radeon RX 6800,15.6,1366x768,4.1,1.37,Windows,922.23
HP,Intel i5,8.0,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,5.4,1.96,Linux,1172.58
Apple,Intel i3,16.0,1TB SSD,Nvidia GTX 1650,16.0,1920x1080,4.2,3.41,FreeDOS,1559.26
Razer,AMD Ryzen 5,4.0,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,5.0,1.97,Linux,1362.38
Microsoft,Intel i9,4.0,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,6.3,3.45,Linux,1337.09
Acer,Intel i5,32.0,256GB SSD,Integrated,14.0,1366x768,8.9,3.21,Linux,899.43
Microsoft,AMD Ryzen 9,8.0,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,7.9,3.39,Windows,1374.94
Acer,Intel i5,64.0,2TB SSD,Nvidia RTX 3060,15.6,1366x768,8.8,1.55,macOS,2081.55
Razer,AMD Ryzen 9,16.0,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,5.6,2.14,macOS,2610.75
Razer,Intel i9,32.0,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,11.6,2.07,Linux,5215.91
Dell,AMD Ryzen 9,32.0,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,7.4,2.65,Linux,4930.72
Lenovo,Intel i3,32.0,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.8,1.41,FreeDOS,1097.47
Lenovo,Intel i5,16.0,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,4.1,2.89,Linux,1572.68
MSI,Intel i5,16.0,1TB HDD,Nvidia GTX 1650,13.3,1920x1080,6.9,2.46,Linux,1255.22
Razer,AMD Ryzen 3,16.0,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,11.0,1.85,FreeDOS,1191.73
Samsung,Intel i5,8.0,256GB SSD,Integrated,17.3,2560x1440,11.5,1.87,Linux,863.5
Apple,Intel i3,64.0,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,7.6,1.4,Linux,3105.8
Razer,Intel i9,4.0,512GB SSD,Integrated,17.3,1366x768,11.3,2.79,Windows,1420.51
HP,Intel i5,8.0,1TB HDD,Nvidia RTX 3080,16.0,1366x768,7.1,2.93,Linux,739.85
Dell,Intel i5,4.0,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,5.6,2.2,Windows,1281.4
Acer,Intel i3,64.0,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,10.9,2.11,FreeDOS,1709.62
HP,Intel i3,32.0,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,9.8,1.69,Linux,2126.62
Microsoft,Intel i5,64.0,1TB SSD,Integrated,13.3,1366x768,9.0,3.1,Linux,1248.21
Microsoft,AMD Ryzen 3,4.0,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,8.1,2.18,Linux,755.63
Asus,AMD Ryzen 9,64.0,1TB HDD,Nvidia RTX 2060,17.3,1366x768,7.8,2.43,Windows,2976.67
Razer,AMD Ryzen 3,4.0,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,7.3,3.08,macOS,1077.95
HP,Intel i9,32.0,1TB HDD,AMD Radeon RX 6800,16.0,2560x1440,4.2,3.47,macOS,3085.95
Asus,Intel i3,16.0,2TB SSD,Nvidia RTX 3080,13.3,1366x768,10.3,2.82,Linux,900.98
Samsung,AMD Ryzen 5,64.0,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.0,3.03,Linux,2942.95
Samsung,AMD Ryzen 3,4.0,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,4.1,1.62,Windows,1388.56
Acer,Intel i9,64.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,4.3,1.35,FreeDOS,6034.45
Apple,AMD Ryzen 3,4.0,256GB SSD,AMD Radeon RX 6600,16.0,1366x768,6.9,1.72,Linux,977.53
Microsoft,Intel i9,64.0,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,6.5,2.52,Windows,5246.46
Razer,AMD Ryzen 5,32.0,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,6.5,1.93,macOS,2372.2
Acer,Intel i3,4.0,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,10.2,3.24,Linux,895.55
Samsung,AMD Ryzen 9,32.0,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,9.8,2.85,macOS,2451.69
Razer,AMD Ryzen 9,64.0,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,10.4,1.36,Windows,9037.45
HP,Intel i7,64.0,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,9.4,2.39,FreeDOS,5545.06
Apple,Intel i3,32.0,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,11.6,2.67,Windows,2186.07
Asus,Intel i5,64.0,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,8.6,1.36,Windows,1997.81
Apple,AMD Ryzen 3,8.0,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.0,1.36,FreeDOS,1630.34
Lenovo,AMD Ryzen 3,16.0,1TB HDD,Integrated,16.0,2560x1440,6.8,1.37,macOS,861.92
Asus,Intel i7,64.0,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,10.9,1.97,Windows,2431.03
